"datasetID","nombreInstitucion_snib","nombreColeccion_snib","cuerpoAgua_snib","isla_snib","pais_snib","validacionPais_snib","estadoProvincia_snib","validacionEstado_snib","condadoMunicipio_snib","validacionMunicipio_snib","validacionLocalidad_snib","datumGeodesico_snib","nombreCientifico_snib","nombreDeacuerdoCon_snib","nombrePublicadoEnAnio_snib","reino_snib","phylum_snib","clase_snib","orden_snib","familia_snib","genero_snib","subgenero_snib","epitetoespecifico_snib","epitetoinfraespecifico_snib","autoridadNombreCientifico_snib","estatusTaxonomico_snib"
"61778e749036855ee453f35a9fa2d20e","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Triumfetta dumetorum","Villaseñor, Ortiz, Redonda-Martínez & Gual, 2010","1837","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Triumfetta","","dumetorum","","Schltdl., 1837","sinónimo"
"cc255d370760d3d1938abfadb4814b10","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"e195734177fb376e9f80009d453dbd0b","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Inga hintonii","Ramírez, Vargas, Arreola, Cedano, González, González-Villarreal, Harker, Hernández, Martínez, Pérez de la Rosa, Rodríguez, Reynoso, Villarreal de Puga & Villaseñor, 2010","1937","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Inga","","hintonii","","Sandwith, 1937","aceptado"
"4f4a6455860dec615f83ea56881c10f3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"0cdad133dae45ddf502216bfc9f5ee09","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Encyclia trulla","Soto Arenas, Hágsater, Jiménez Machorro, Salazar Chávez, Solano Gómez, Flores González & Ruiz Contreras, 2007","1996","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Encyclia","","trulla","","(Rchb. f.) Christenson, 1996","sinónimo"
"bc0d5ac649db5f2e3bc4c54b097c93a4","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Salvia mexicana","González-Gallegos, Pío-León & Castro-Castro, 2021","1753","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","","mexicana","","L., 1753","aceptado"
"4ef79e552b2b501a8bb3311ca11c2a45","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Spananthe paniculata","Espejo Serna & López Ferrari, 2011a","1791","Plantae","Tracheophyta","Magnoliopsida","Apiales","Apiaceae","Spananthe","","paniculata","","Jacq., 1791","aceptado"
"122e81cf3a24e96f8e486a88fff5dc55","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Dalea pulchella","Sandoval-Mata, Hernández-Sandoval, Munguía-Lino, Steinmann, Delgado-Salinas, 2024","1832","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea","","pulchella","","G. Don, 1832","aceptado"
"df5af5c1a3dac86404714f642a12dbdd","Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Herbario Jerzy Rzedowski y Graciela Calderón","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Acmella radicans var. radicans","Villaseñor-Ríos, 2011","1985","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Acmella","","radicans","radicans","(Jacq.) R.K. Jansen, 1985","aceptado"
"033fe3a6a4fbf830059722305139a1ef","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Ardisia revoluta","Ricketson & Pipoly, 2011","1819","Plantae","Tracheophyta","Magnoliopsida","Ericales","Primulaceae","Ardisia","","revoluta","","Kunth, 1819","aceptado"
"d7ac1f83750d2f45840b0338b5a7db8d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Piqueria triflora","Vascular Plants of the Americas, 2024","1881","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Piqueria","","triflora","","Hemsl., 1881","aceptado"
"96fb988ded806c79220e24ea02353d6a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"1799b154b6e1b243e544bdf485aa95c7","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"d852402562deac01d984eb544b990393","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"1014364265a58a51934ff899074fce66","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"2b25b46e0514b5f7cb52759b37ead333","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Caesalpinia caladenia","Gagnon, Bruneau, Hughes, de Queiroz & Lewis, 2016","1919","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Caesalpinia","","caladenia","","Standl., 1919","sinónimo"
"19685c4d2412dc2c4dbee1e1e4b4feef","Escuela Nacional de Ciencias Biológicas, Instituto Politécnico Nacional","Herbario Jerzy Rzedowski y Graciela Calderón","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Chromolaena ovaliflora","Vascular Plants of the Americas, 2024","1970","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Chromolaena","","ovaliflora","","(Hook. & Arn.) R.M. King & H. Rob., 1970","aceptado"
"0be0f6ad7ea922c3ce343e88f9a831b9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"833502b963b62a338147f7fd1d49001a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Elephantopus spicatus","Redonda-Martínez, 2017","1775","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Elephantopus","","spicatus","","A. Juss. ex Aubl., 1775","sinónimo"
"7e3a0c1abca2f125220d8c1ed8c4ee69","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Euphorbia heterophylla","Vascular Plants of the Americas, 2024","1753","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Euphorbia","","heterophylla","","L., 1753","aceptado"
"1b00d6ed573448ac72303e447cdd9cd8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"a650b5cb612fadef6e033df1e7e075b2","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Aristolochia taliscana","Vascular Plants of the Americas, 2024","1838","Plantae","Tracheophyta","Magnoliopsida","Piperales","Aristolochiaceae","Aristolochia","","taliscana","","Hook. & Arn., 1838","aceptado"
"652b463b26c892cb67cca990ee49843f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Zamia loddigesii","Calonje, Stevenson & Osborne, 2022","1843","Plantae","Tracheophyta","Cycadopsida","Cycadales","Zamiaceae","Zamia","","loddigesii","","Miq., 1843","aceptado"
"36e7e8c03ed96c821414055f9ac54fcd","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"d1a96156356025f1f6145163bc8232fb","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"06af7a45f7640780ba5763c9f1111516","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Piper hispidum","Fonseca & Samain, 2011","1788","Plantae","Tracheophyta","Magnoliopsida","Piperales","Piperaceae","Piper","","hispidum","","Sw., 1788","aceptado"
"2e7c146bb869c341a48f4ab8e55df249","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Clitoria falcata","Vascular Plants of the Americas, 2024","1786","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Clitoria","","falcata","","Lam., 1786","aceptado"
"f96b1cc20a571cc0b8d84939f5ecc7ea","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Buchnera mexicana","Morawetz & Christenhusz, 2011","1882","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Orobanchaceae","Buchnera","","mexicana","","Hemsl., 1882","sinónimo"
"304c75f828ed20e67e1c9358c414c2ff","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Moussonia elegans","Ulloa Ulloa et al., 2018","1849","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Moussonia","","elegans","","Decne., 1849","aceptado"
