"datasetID","nombreInstitucion_snib","nombreColeccion_snib","cuerpoAgua_snib","isla_snib","pais_snib","validacionPais_snib","estadoProvincia_snib","validacionEstado_snib","condadoMunicipio_snib","validacionMunicipio_snib","validacionLocalidad_snib","datumGeodesico_snib","nombreCientifico_snib","nombreDeacuerdoCon_snib","nombrePublicadoEnAnio_snib","reino_snib","phylum_snib","clase_snib","orden_snib","familia_snib","genero_snib","subgenero_snib","epitetoespecifico_snib","epitetoinfraespecifico_snib","autoridadNombreCientifico_snib","estatusTaxonomico_snib"
"223093e66c780725f6ebff7ed2f72e70","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","NO VALIDO","NO PROCESADO","","Calliandra houstoniana","Sousa, Ricker & Hernández, 2003","1922","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Calliandra","","houstoniana","","(Mill.) Standl., 1922","aceptado"
"9c30e3aa3ba29df48cfc66a28d04635d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Eugenia capuli","Sánchez-Chávez & Zamudio Ruiz, 2017","1841","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Myrtaceae","Eugenia","","capuli","","(Schltdl. & Cham.) Hook. & Arn., 1841","aceptado"
"0b427b4447758581c89e81051dfdb6f5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Begonia gracilis","Golding & Wasshausen, 2002","1825","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Begoniaceae","Begonia","","gracilis","","Kunth, 1825","aceptado"
"5ece3423e61d533c0c6edf131403a743","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Urera caracasana","Vascular Plants of the Americas, 2024","1859","Plantae","Tracheophyta","Magnoliopsida","Rosales","Urticaceae","Urera","","caracasana","","(Jacq.) Gaudich. ex Griseb., 1859","aceptado"
"6cf302588287870d9da5adb125cfb107","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Malaxis salazarii","Soto Arenas, Hágsater, Jiménez Machorro, Salazar Chávez, Solano Gómez, Flores González & Ruiz Contreras, 2007","1990","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Malaxis","","salazarii","","Catling, 1990","sinónimo"
"8da887249875f169069205c1fe325bb8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"05a0224b0d9d1e2f5d89e195bf3aea05","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"ffcbe218da4ba2a6af13400d931cf766","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Xylosma flexuosa","Jiménez Ramírez & Vega Flores, 2011","1879","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Salicaceae","Xylosma","","flexuosa","","(Kunth) Hemsl., 1879","aceptado"
"01a699ea22dc96aa2c7efa13baab9a3b","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","VALIDO","","Belotia mexicana","Villaseñor, Ortiz, Redonda-Martínez & Gual, 2010","1890","Plantae","Tracheophyta","Magnoliopsida","Malvales","Malvaceae","Belotia","","mexicana","","(DC.) K. Schum., 1890","sinónimo"
"3da0f7b1f786ea15cb7fa2d25d56a085","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"ee04f3f5e4429100b143c60914c9380f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"1f9751e08750c7e53da33531790ecc2e","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"ac3fa897eb70892624982bf45fa80131","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lasianthaea macrocephala","Hassler, 2024b","1979","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Lasianthaea","","macrocephala","","(Hook. & Arn.) K.M. Becker, 1979","aceptado"
"d2a3762cd71fe45f3c600126ab9a6deb","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"aa15a5bb8855da43558a74c43e31068c","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Cuphea llavea","Vascular Plants of the Americas, 2024","1824","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Cuphea","","llavea","","Lex., 1824","aceptado"
"ecd21d544fbc5ecdcd47eb1a9c17022d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Cuphea appendiculata var. appendiculata","Graham, 2011","1840","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Cuphea","","appendiculata","appendiculata","Benth., 1840","aceptado"
"4fbd5e1355cfe5e40ed7a4829edbba4e","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"b5c866990ba6d02c71143c5d60347da1","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"e2d75ccfccd760eebd0f51edef3c6834","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","VALIDO","","","","","","","","","","","","","","",
"780373c72caaaec2113ca553cbc834be","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"f481e80abf0ca492fc8eedf8302402a6","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","VALIDO","","","","","","","","","","","","","","",
"3880cd5ca53a8950f7d89b2d6a990c59","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","VALIDO","","Salvia mexicana","González-Gallegos, Pío-León & Castro-Castro, 2021","1753","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","","mexicana","","L., 1753","aceptado"
"346ca4f488a5916d3e5766498c3fabef","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Piptothrix areolaris","Hassler, 2025b","1970","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Piptothrix","","areolaris","","(DC.) R.M. King & H. Rob., 1970","sinónimo"
"9e62fb37306103e1583ff47165399cc1","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"a1aaac78dd5d5e5200d52072351759aa","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Phytolacca icosandra","Sandoval-Ortega & Siqueiros-Delgado, 2018","1759","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Phytolaccaceae","Phytolacca","","icosandra","","L., 1759","aceptado"
"33fb4e441be112bb9eb52093fdf89061","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Physalis pubescens","Martínez, Montero, Dean, Bye, Luna-Cavazos, Medina & Rzedowski, 2020","1753","Plantae","Tracheophyta","Magnoliopsida","Solanales","Solanaceae","Physalis","Rydbergis","pubescens","","L., 1753","aceptado"
"b90188dbd13159c76316f327e34686c1","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Inga sapindoides","Vascular Plants of the Americas, 2024","1806","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Inga","","sapindoides","","Willd., 1806","aceptado"
"1a45b2b51d7c52bd2595ea6e8ec768b8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Salvia mexicana","González-Gallegos, Pío-León & Castro-Castro, 2021","1753","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","","mexicana","","L., 1753","aceptado"
"400eafe084adf302f2c96644d9bc1ebe","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Salvia lavanduloides","Martínez-Gordillo, Martínez-Ambriz, García-Peña, Cantú-Morón & Fragoso-Martínez, 2019","1818","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","","lavanduloides","","Kunth, 1818","aceptado"
"720d9476a52acaa3ada33dfee9d063ba","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","APG IV, 2016","","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","","","","","",""
"a372bc95a147c1cf4eb94446252f321a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Acalypha langiana","Vascular Plants of the Americas, 2024","1865","Plantae","Tracheophyta","Magnoliopsida","Malpighiales","Euphorbiaceae","Acalypha","","langiana","","Müll. Arg., 1865","aceptado"
"6bf35bc5c6b15f2b1d9537a08e9726b3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","","","","","","","","","Blechnum","PPG I, 2016","1753","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Blechnaceae","Blechnum","","","","L., 1753",""
"877b5586846f14bf9206fa581e211bb9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Blechnum occidentale","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1753","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Blechnaceae","Blechnum","","occidentale","","L., 1753","aceptado"
"12bb17d1d3f7c978e1b4e0fead751c43","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"c0abed97bed32a0128d23950a16948c2","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Tephrosia langlassei","Vascular Plants of the Americas, 2024","1903","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Tephrosia","","langlassei","","Micheli, 1903","aceptado"
"b79c97d2696d32c6bd2118443912287d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"053a59601ac3ae731d8cd28bc241ab14","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"49d432175b400837df9047e9f7e203fd","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","SAN BLAS","VALIDO","NO PROCESADO","","Melothria pendula","Lira & Rodríguez-Arévalo, 2006","1753","Plantae","Tracheophyta","Magnoliopsida","Cucurbitales","Cucurbitaceae","Melothria","","pendula","","L., 1753","aceptado"
"087960af0a9d508234610dcb6b46de89","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"4c8949a86f230aceb35888e284f2f32d","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Salvia thyrsiflora","Martínez-Gordillo, Bedolla-García, Cornejo-Tenorio, Fragoso-Martínez, García-Peña, González-Gallegos, Lara-Cabrera & Zamudio, 2017","1846","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Lamiaceae","Salvia","","thyrsiflora","","Benth., 1846","aceptado"
"140c1ea95169ba317674c9fe7ad2e445","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Pericalia sessilifolia","Villaseñor, Ortiz & Segura, 2005","1924","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Pericalia","","sessilifolia","","(Hook. & Arn.) Rydb., 1924","sinónimo"
"7d9935fbf308cfd1d0b55898215be128","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","NO VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"949315b1138e706559c0ccb78ae5b823","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Arenaria alsinoides","Govaerts, 2013","1816","Plantae","Tracheophyta","Magnoliopsida","Caryophyllales","Caryophyllaceae","Arenaria","","alsinoides","","Willd., 1816","sinónimo"
"31784835c40b9ae5b865a1b322225127","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lopezia semeiandra","Wagner, Hoch & Raven, 2007","1973","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Onagraceae","Lopezia","","semeiandra","","Plitmann, P.H. Raven & Breedlove, 1973","aceptado"
"aac60665c47ad5ea4651c6d7be084b67","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Desmodium intortum","Vascular Plants of the Americas, 2024","1920","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Desmodium","","intortum","","(Mill.) Urb., 1920","aceptado"
"ed48f52bc9c63a9952b8c120cdd1cfe7","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lupinus elegans","Ruacho-González, López-Enríquez, Acosta-Hernández, & Retana-Rentería, 2017","1824","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Lupinus","","elegans","","Kunth, 1824","aceptado"
"fd1b0f6cb245626bfb8106cc6f1d4a67","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"a784847368f105a670756bd55d821fe9","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"3430a373bd9c479a78c874aef1c7ed1f","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Roldana hartwegii","Vascular Plants of the Americas, 2024","1974","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Roldana","","hartwegii","","(Benth.) H. Rob. & Brettell, 1974","aceptado"
"3e7a1d058d4a28b2b87adbf71cbd6ce5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Oncidium cavendishianum","POWO, 2022","1837","Plantae","Tracheophyta","Magnoliopsida","Asparagales","Orchidaceae","Oncidium","","cavendishianum","","Bateman, 1837","sinónimo"
"8db5aea17f53c0e8ecbc78363332f153","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"0a20b9e5bfb077dc6974f9330b63fb31","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Ipomoea coccinea","The Plant List, 2013","1753","Plantae","Tracheophyta","Magnoliopsida","Solanales","Convolvulaceae","Ipomoea","","coccinea","","L., 1753","sinónimo"
"ca93996cbd02164b8bf54ca29803bd9a","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Adiantum braunii","Velázquez Montes, 2019a","1869","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Pteridaceae","Adiantum","","braunii","","Mett. ex Kuhn, 1869","aceptado"
"9f969541f700cf4a929a1d2dbb846fdb","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Canavalia villosa","Vascular Plants of the Americas, 2024","1837","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Canavalia","","villosa","","Benth., 1837","aceptado"
"8c5257e701ea3c2bb3c1c5e3255cc1ed","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Panicum pilosum","Soreng, Davidse, Peterson, Zuloaga, Judziewicz, Filgueiras & Morrone, 2003","1788","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Panicum","","pilosum","","Sw., 1788","sinónimo"
"361ab3299089c4c18e71c1f9eba6f8fe","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Rhynchosia elisae","Vascular Plants of the Americas, 2024","1995","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Rhynchosia","","elisae","","O. Téllez, 1995","aceptado"
"b6828b24cb434b983ab2ccd803cfb1d5","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Desmodium urarioides","Vascular Plants of the Americas, 2024","1987","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Desmodium","","urarioides","","(S.F. Blake) B.G. Schub. & McVaugh, 1987","aceptado"
"9c8d33e6cd4059329f68c4a79d42b8a2","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Dalea leucostachya var. eysenhardtioides","González-Espinosa, Meave, Lorea-Hernández, Ibarra-Manríquez & Newton, 2011","1973","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Dalea","","leucostachya","eysenhardtioides","(Hemsl.) Barneby, 1973","aceptado"
"2d430e2d1141c9e8a50a4b11cadc0900","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Inga hintonii","Ramírez, Vargas, Arreola, Cedano, González, González-Villarreal, Harker, Hernández, Martínez, Pérez de la Rosa, Rodríguez, Reynoso, Villarreal de Puga & Villaseñor, 2010","1937","Plantae","Tracheophyta","Magnoliopsida","Fabales","Fabaceae","Inga","","hintonii","","Sandwith, 1937","aceptado"
"30de0d311191a432f95c46ad5db1eeb4","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Anthurium halmoorei","Vascular Plants of the Americas, 2024","1983","Plantae","Tracheophyta","Magnoliopsida","Alismatales","Araceae","Anthurium","","halmoorei","","Croat, 1983","aceptado"
"9bd9951f0ef95c18827a0d447109f0b4","Facultad de Ciencias, Universidad Nacional Autónoma de México","Herbario María Agustina Batalla","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Verbena carolina","Rueda, 2012","1759","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Verbenaceae","Verbena","","carolina","","L., 1759","aceptado"
"8b57c30dca58d0dbfe7ec28cc4279596","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"65e3c95a01d9990b5314dd624e6a051b","Facultad de Ciencias, Universidad Nacional Autónoma de México","Herbario María Agustina Batalla","","","MEXICO","VALIDO","NAYARIT","VALIDO","XALISCO","VALIDO","NO PROCESADO","","Quercus obtusata","Cuevas-Guzmán, Núñez-López & Sánchez-Rodríguez, 2021","1809","Plantae","Tracheophyta","Magnoliopsida","Fagales","Fagaceae","Quercus","Quercus","obtusata","","Bonpl., 1809","aceptado"
"2ccb087996980258b2ecf43fcf4da757","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","NO VALIDO","NO PROCESADO","","Lygodium venustum","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1803","Plantae","Tracheophyta","Polypodiopsida","Schizaeales","Lygodiaceae","Lygodium","","venustum","","Sw., 1803","aceptado"
"35121ab1ed12c278874c1f039d814564","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Cuphea appendiculata var. appendiculata","Graham, 2011","1840","Plantae","Tracheophyta","Magnoliopsida","Myrtales","Lythraceae","Cuphea","","appendiculata","appendiculata","Benth., 1840","aceptado"
"ed9c2182353c61f070d8b18fa544ef55","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Achimenes longiflora","Vascular Plants of the Americas, 2024","1839","Plantae","Tracheophyta","Magnoliopsida","Lamiales","Gesneriaceae","Achimenes","","longiflora","","DC., 1839","aceptado"
"0628255379818f4713d611aecfce87d7","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","","","","","","","","","","","","","",
"8056a4e4697f58b12b7819bedb8fc92c","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Lasiacis procerrima","Dávila, Mejía-Saulés, Soriano-Martínez & Herrera-Arrieta, 2018","1911","Plantae","Tracheophyta","Magnoliopsida","Poales","Poaceae","Lasiacis","","procerrima","","(Hack.) Hitchc., 1911","aceptado"
"b241bf87106355c59ca1b2c71c3668e8","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Archibaccharis schiedeana","Pruski & Robinson, 2018","1974","Plantae","Tracheophyta","Magnoliopsida","Asterales","Asteraceae","Archibaccharis","","schiedeana","","(Benth.) J.D. Jacks., 1974","aceptado"
"44910d05df5f7206b5d696bbdce16fa3","Instituto de Biología, Universidad Nacional Autónoma de México","Herbario Nacional de México, Plantas Vasculares","","","MEXICO","VALIDO","NAYARIT","VALIDO","TEPIC","VALIDO","NO PROCESADO","","Pecluma ferruginea","Martínez-Cabrera, Hernández-Hernández, Isidro-Hernández, Hernández-Álvarez & Sánchez-González, 2019","1983","Plantae","Tracheophyta","Polypodiopsida","Polypodiales","Polypodiaceae","Pecluma","","ferruginea","","(M. Martens & Galeotti) M.G. Price, 1983","aceptado"
